,custid,age,sex,marital,area,education,amt_nike,amt_hnm,amt_strbk,amt_dgt,amt_book,amt_htl,amt_prmmsneakers,cnt_pstyr,amt_pstyr,cnt_login,amt_nxtyr,cnt_nxtyr
5367,5368,28,M,single,SEOL,university,0,0,27100,0,14000,229200,0,4,184663.0,40,486680,8
5368,5369,28,M,single,SEOL,university,0,0,46200,0,46000,0,0,2,328684.0,40,319143,13
5369,5370,28,M,single,SEOL,university,38600,0,12500,0,23000,0,0,4,217337.0,38,427372,10
5370,5371,29,M,single,SEOL,university,23000,0,32900,0,15000,0,0,3,191238.0,40,393629,12
5371,5372,29,M,single,SEOL,university,55100,36900,22800,0,53000,0,0,3,395914.0,43,549142,4
5372,5373,28,M,single,SEOL,university,0,0,0,110900,62000,0,0,3,402333.0,42,442019,10
5373,5374,28,M,single,SEOL,university,0,0,21600,0,12000,0,0,1,121845.0,35,346291,4
5374,5375,27,M,single,SEOL,university,47300,0,12600,0,38000,0,0,11,270601.5360474913,34,268194,14
5375,5376,28,M,single,SEOL,university,47400,0,17700,0,51000,187200,0,4,351485.0,33,422111,10
5376,5377,28,M,single,SEOL,university,48300,0,40200,100200,51000,0,0,14,360395.0,27,540075,10
5377,5378,29,M,divorced,SEOL,university,0,0,49100,117100,56000,0,0,3,436557.0,39,602974,8
5378,5379,27,M,single,SEOL,university,0,0,15400,0,33000,0,0,2,314527.0,27,647669,2
5379,5380,27,M,single,SEOL,university,53000,0,0,102200,47000,133800,0,4,379133.0,39,486631,5
5380,5381,28,M,divorced,SEOL,university,41200,21300,10300,0,38000,0,0,11,288481.0,38,366473,11
5381,5382,28,M,single,SEOL,university,57200,0,21200,0,45000,0,0,4,364784.0,35,626448,8
5382,5383,28,M,single,SEOL,university,0,0,16000,0,56000,0,0,2,381888.0,34,604186,5
5383,5384,28,M,single,SEOL,university,0,0,12500,0,39000,0,0,3,312217.0,39,364744,8
5384,5385,28,M,divorced,SEOL,university,54300,0,19100,0,51000,0,0,4,366863.0,33,333754,10
5385,5386,29,M,single,SEOL,university,46900,0,17800,0,33000,118500,0,3,317828.0,34,422590,2
5386,5387,28,M,single,SEOL,university,52400,0,0,0,45000,0,0,2,342761.0,35,423454,4
5387,5388,29,M,divorced,SEOL,university,0,0,43500,111500,55000,236500,0,3,432686.0,37,482211,10
5388,5389,28,M,single,SEOL,university,0,0,37900,0,34000,0,0,3,259450.0,33,652310,13
5389,5390,27,M,single,SEOL,university,43000,42800,13200,0,29000,0,0,11,256888.0,35,79997,10
5390,5391,28,M,single,SEOL,university,47500,0,16100,0,42000,0,0,4,328798.0,28,320598,3
5391,5392,29,M,divorced,SEOL,university,37000,0,42000,113500,57000,0,0,4,413124.0,34,683666,12
5392,5393,28,M,single,SEOL,university,0,0,41500,0,38000,0,0,2,303715.0,34,495184,8
5393,5394,28,M,single,SEOL,university,0,0,0,0,36000,95900,0,1,311999.0,36,605328,5
5394,5395,29,M,single,SEOL,university,40000,0,12500,0,24000,0,0,3,239187.0,37,90514,2
5395,5396,28,M,single,SEOL,university,49000,0,17700,0,47000,0,0,14,365532.0,45,816695,11
5396,5397,29,M,divorced,SEOL,university,50400,0,19900,0,47000,0,0,3,366407.0,41,325007,10
5397,5398,29,M,single,SEOL,university,0,0,12500,0,22000,0,0,1,253149.0,30,104847,5
5398,5399,28,M,single,SEOL,university,0,20700,12500,0,41000,0,0,4,284005.0,46,194620,10
5399,5400,28,M,single,SEOL,university,49800,0,41100,0,38000,0,0,4,339582.0,32,564776,3
5400,5401,27,M,single,SEOL,university,35400,0,0,0,0,0,0,3,195390.0,36,145030,2
5401,5402,27,M,single,SEOL,university,37700,0,12500,0,0,0,0,4,174555.0,37,31209,2
5402,5403,27,M,single,SEOL,university,0,0,22400,0,0,0,0,4,400811.0,42,629618,11
5403,5404,26,M,single,SEOL,university,0,0,12500,0,0,214000,0,3,201467.0,29,330282,13
5404,5405,27,M,single,SEOL,university,52300,0,18500,0,0,0,0,4,362954.0,34,301344,10
5405,5406,28,M,single,SEOL,university,37300,0,12500,0,0,0,0,3,179204.0,42,221494,5
5406,5407,27,M,single,SEOL,university,64400,0,27100,0,0,0,0,4,442124.0,38,610045,13
5407,5408,27,M,single,SEOL,university,0,40900,0,0,0,0,0,2,445063.0,38,678498,8
5408,5409,27,M,single,SEOL,university,0,0,12500,0,0,163700,0,2,163984.0,46,449223,8
5409,5410,27,M,single,SEOL,university,55500,0,21500,0,0,0,0,15,420388.0,34,677772,10
5410,5411,27,M,single,SEOL,university,53500,0,20100,0,0,0,0,4,443608.0,26,647083,11
5411,5412,26,M,single,SEOL,university,40100,0,12500,0,0,125300,0,4,252079.0,37,370857,11
5412,5413,27,M,single,SEOL,university,0,0,12500,0,0,0,0,1,175734.0,41,208253,7
5413,5414,27,M,single,SEOL,university,0,0,0,0,0,0,0,2,168612.0,38,267489,8
5414,5415,27,M,single,SEOL,university,57700,0,0,0,51000,0,0,3,391941.0,37,549864,8
5415,5416,27,M,single,SEOL,university,40700,0,12500,0,0,0,0,3,184086.0,37,298935,4
5416,5417,26,M,single,SEOL,university,44500,23000,10700,0,0,0,0,12,251896.0,33,443375,13
5417,5418,27,M,single,SEOL,university,0,0,26200,0,0,0,0,2,481814.0,36,667356,7
5418,5419,27,M,single,SEOL,university,0,0,12500,0,0,0,0,3,208298.0,36,237413,2
5419,5420,27,M,single,SEOL,university,30900,0,12500,0,0,0,0,3,180208.0,35,353802,10
5420,5421,26,M,single,SEOL,university,59000,0,16300,0,0,0,0,4,405340.0,31,625783,8
5421,5422,27,M,single,SEOL,university,33700,0,0,0,0,0,0,2,167632.0,37,403742,3
5422,5423,27,M,single,SEOL,university,0,0,27600,0,0,0,0,3,188220.0,37,301484,10
5423,5424,26,M,single,SEOL,university,0,0,12500,0,0,0,0,3,169490.0,43,0,0
5424,5425,27,M,single,SEOL,university,35800,0,28300,0,0,0,0,4,168716.0,33,91286,5
5425,5426,27,M,single,SEOL,university,50100,30700,15700,0,0,0,90100,15,391074.0,32,503394,10
5426,5427,27,M,single,SEOL,university,58700,0,22200,0,0,0,0,4,388414.0,30,595599,5
5427,5428,26,M,single,SEOL,university,0,0,12500,0,26000,0,0,2,248398.0,35,260467,11
5428,5429,28,M,single,SEOL,university,0,0,0,0,0,0,0,2,187825.0,38,370078,10
5429,5430,27,M,single,SEOL,university,66400,0,29300,0,0,0,0,4,457351.0,31,636344,3
5430,5431,26,M,single,SEOL,university,44000,0,12500,0,0,0,0,10,246502.0,25,180326,11
5431,5432,26,M,single,SEOL,university,51300,0,10500,0,0,0,0,4,312914.0,36,347402,10
5432,5433,27,M,single,SEOL,university,0,0,12500,0,0,141300,0,1,158834.0,39,369217,10
5433,5434,28,M,single,SEOL,university,0,0,0,0,0,0,77700,1,191395.0,38,240635,8
5434,5435,27,M,single,SEOL,university,38600,11800,12500,0,18000,0,0,4,184999.0,31,171753,8
5435,5436,26,M,single,SEOL,university,39900,0,0,0,0,0,0,3,176889.0,33,68682,7
5436,5437,27,M,single,SEOL,university,57000,0,21000,0,0,0,0,3,470993.0,35,527540,10
5437,5438,26,M,single,SEOL,university,0,0,11100,0,0,0,0,4,243364.0,30,281476,10
5438,5439,27,M,single,SEOL,university,0,0,0,0,0,0,0,1,176391.0,40,64092,4
5439,5440,28,M,single,SEOL,university,53700,0,13900,0,0,0,0,4,368093.0,36,578445,10
5440,5441,27,M,single,SEOL,university,41100,0,12500,0,0,0,0,4,178343.0,34,102576,11
5441,5442,26,M,single,SEOL,university,31500,0,0,0,0,0,0,2,179865.0,43,127577,22
5442,5443,27,M,single,SEOL,university,0,0,0,0,0,0,0,2,160828.0,35,224869,7
5443,5444,27,M,single,SEOL,university,0,37200,22000,0,0,0,0,4,457368.0,36,615354,10
5444,5445,27,M,single,SEOL,university,55100,0,20600,0,46000,0,0,14,389121.0,40,569959,4
5445,5446,27,M,single,SEOL,university,36500,0,12500,0,27000,0,0,4,224518.0,36,148214,10
5446,5447,26,M,single,SEOL,university,38900,0,12500,0,0,0,0,3,189827.0,30,136306,10
5447,5448,26,M,single,SEOL,university,0,0,18000,0,0,0,0,3,309482.0,33,152907,6
5448,5449,27,M,single,SEOL,university,0,0,15100,0,12000,0,0,2,200411.0,36,241438,13
5449,5450,27,M,single,SEOL,university,35900,0,0,0,0,0,0,2,161479.0,43,147235,9
5450,5451,26,M,single,SEOL,university,46900,0,18000,0,0,0,0,4,262636.0,36,299927,11
5451,5452,27,M,single,SEOL,university,60700,0,17700,0,0,0,0,14,400875.0,34,423579,13
5452,5453,27,M,single,SEOL,university,0,15300,12500,0,0,0,0,3,194106.0,37,206311,10
5453,5454,26,M,single,SEOL,university,0,0,0,0,0,0,0,1,164618.0,32,159997,7
5454,5455,27,M,single,SEOL,university,66800,0,26700,102700,70000,104100,0,16,469280.0,28,642165,10
5455,5456,26,M,single,SEOL,university,32800,0,12500,0,0,0,0,4,216858.0,35,186627,10
5456,5457,27,M,single,SEOL,university,62300,0,0,0,0,137600,66800,3,434531.0,40,644563,13
5457,5458,27,M,single,SEOL,university,0,0,12500,0,0,0,0,3,180487.0,42,6911,1
5458,5459,27,M,single,SEOL,university,0,0,12500,0,0,0,0,4,175720.0,35,225113,11
5459,5460,27,M,single,SEOL,university,47300,0,13600,0,0,0,0,4,351036.0,32,564651,5
5460,5461,27,M,single,SEOL,university,30900,0,12500,0,0,0,0,3,165373.0,33,0,0
5461,5462,27,M,single,SEOL,university,23100,32900,17900,0,0,0,0,4,142997.0,36,72038,10
5462,5463,27,M,single,SEOL,university,0,0,0,0,0,0,0,2,166330.0,41,65883,6
5463,5464,26,M,single,SEOL,university,0,0,0,0,29000,0,0,2,287998.0,42,180271,13
5464,5465,27,M,single,SEOL,university,58600,0,20800,0,0,0,0,4,435052.0,41,398512,6
5465,5466,27,M,single,SEOL,university,61500,0,25200,100100,67000,0,0,18,481502.0,32,466959,6
5466,5467,27,M,single,SEOL,university,32900,0,12500,0,0,0,0,3,174694.0,30,190919,3
5467,5468,27,M,single,SEOL,university,0,0,12500,0,0,0,0,2,179304.0,30,254001,8
5468,5469,27,M,single,SEOL,university,0,0,28500,0,0,0,0,3,427829.0,37,354055,2
5469,5470,27,M,single,SEOL,university,58800,0,23700,0,55000,127500,0,4,388101.0,38,595147,13
5470,5471,27,M,single,SEOL,university,37800,15600,0,0,0,0,0,4,185639.0,37,238286,10
5471,5472,27,M,single,SEOL,university,61800,0,17000,0,0,0,0,4,331681.0,38,415894,14
5472,5473,27,M,single,SEOL,university,0,0,12500,0,0,0,0,4,181993.0,35,280478,2
5473,5474,27,M,single,SEOL,university,0,0,12500,0,0,0,0,2,201394.0,40,231790,8
5474,5475,27,M,single,SEOL,university,62300,0,22800,0,75000,0,0,4,453939.0,27,669159,8
5475,5476,27,M,single,SEOL,university,21700,0,34600,0,0,0,0,4,204143.0,31,199095,11
5476,5477,27,M,single,SEOL,university,46900,0,14300,0,0,0,0,4,380933.0,28,594596,10
5477,5478,27,M,single,SEOL,university,0,0,0,0,0,0,0,1,193417.0,35,416143,8
5478,5479,26,M,single,SEOL,university,0,0,0,0,0,0,0,1,151970.0,42,78489,4
5479,5480,27,M,single,SEOL,university,40000,14200,12500,0,0,0,65100,13,258600.0554837315,35,353459,8
5480,5481,28,M,single,SEOL,university,30300,0,12500,0,0,0,0,4,171015.0,34,460327,11
5481,5482,27,M,single,SEOL,university,62000,0,21300,0,0,0,0,4,448557.0,36,818257,10
5482,5483,26,M,single,SEOL,university,0,0,11700,0,0,0,0,3,243916.0,35,122520,4
5483,5484,27,M,single,SEOL,university,0,0,12500,0,0,0,0,2,176862.0,35,280925,4
5484,5485,27,M,single,SEOL,university,57500,0,0,0,0,0,0,3,408082.0,37,416175,11
5485,5486,27,M,single,SEOL,university,38000,0,12500,0,0,0,0,4,209378.0,42,120394,10
5486,5487,27,M,single,SEOL,university,54100,0,18100,0,0,0,0,4,381611.0,32,494277,10
5487,5488,28,M,single,SEOL,university,0,0,12500,0,0,147200,0,2,184063.0,37,144835,10
5488,5489,27,M,single,SEOL,university,0,15600,12500,0,0,0,0,3,224506.0,37,371845,8
5489,5490,27,M,single,SEOL,university,35400,0,0,0,0,166900,0,3,207613.0,41,144935,8
5490,5491,26,M,single,SEOL,university,61900,0,30100,0,0,0,0,4,460492.0,28,375424,5
5491,5492,26,M,single,SEOL,university,60800,0,0,0,0,0,0,2,426626.0,42,396622,6
5492,5493,27,M,single,SEOL,university,0,0,12500,0,21000,0,0,2,210792.0,35,136673,5
5493,5494,27,M,single,SEOL,university,0,0,12500,0,0,0,0,3,206158.0,40,468997,10
5494,5495,26,M,single,SEOL,university,32900,0,12500,0,0,0,0,4,239118.0,27,370553,10
5495,5496,28,M,single,SEOL,university,38100,0,12500,0,0,0,0,3,195065.0,32,124363,10
5496,5497,27,M,single,SEOL,university,57200,0,19500,0,0,0,0,4,439488.0,38,668086,10
5497,5498,27,M,single,SEOL,university,0,44600,27900,0,0,0,0,3,442159.0,38,552117,8
5498,5499,27,M,single,SEOL,university,0,0,0,0,0,0,0,1,181971.0,35,384212,7
5499,5500,27,M,single,SEOL,university,46300,0,14000,0,0,0,0,4,364001.0,35,513456,10
5500,5501,28,M,single,SEOL,university,30500,0,12500,0,0,0,0,4,180372.0,36,377791,11
5501,5502,28,M,single,SEOL,university,38900,0,12500,0,0,0,0,3,194774.0,39,397241,11
5502,5503,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,196297.0,35,392063,2
5503,5504,29,M,single,SEOL,university,0,0,12500,0,0,0,0,1,186547.0,33,343859,5
5504,5505,28,M,divorced,SEOL,university,40800,0,12500,0,0,0,0,4,222701.0,33,269846,14
5505,5506,28,M,single,SEOL,university,34000,0,0,0,0,0,0,3,176393.0,35,293483,10
5506,5507,30,M,single,SEOL,university,33900,12600,12500,0,0,0,0,4,161590.0,42,397476,6
5507,5508,29,M,single,SEOL,university,0,0,12500,0,17000,0,0,2,231384.0,39,281511,5
5508,5509,28,M,single,SEOL,university,0,0,12500,0,0,0,0,3,166537.0,44,126692,10
5509,5510,29,M,single,SEOL,university,55500,0,18300,0,0,0,0,3,402569.0,39,337146,8
5510,5511,28,M,single,SEOL,university,33600,0,12500,0,0,0,0,3,145506.0,32,92207,5
5511,5512,29,M,single,SEOL,university,38900,0,12500,0,25000,0,82900,3,237367.0,33,442681,2
5512,5513,28,M,single,SEOL,university,0,0,0,0,0,0,0,2,439908.0,43,532895,9
5513,5514,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,212892.0,37,149309,2
5514,5515,29,M,single,SEOL,university,32300,0,12500,0,0,0,0,4,228701.0,38,299263,10
5515,5516,29,M,divorced,SEOL,university,38400,23100,11000,0,0,0,0,4,241510.0,33,493951,10
5516,5517,29,M,single,SEOL,university,38200,0,12500,0,0,0,0,3,166813.0,37,294771,10
5517,5518,28,M,single,SEOL,university,0,0,11600,0,0,0,0,3,219615.0,29,350025,13
5518,5519,28,M,single,SEOL,university,0,0,12500,0,0,0,0,3,206831.0,39,439240,8
5519,5520,29,M,single,SEOL,university,34700,0,0,0,0,0,0,2,168068.0,40,309682,8
5520,5521,29,M,single,SEOL,university,29700,0,12500,0,0,0,0,3,162894.0,25,218680,8
5521,5522,29,M,divorced,SEOL,university,62800,0,34100,0,0,115600,0,3,421377.0,35,625934,2
5522,5523,29,M,single,SEOL,university,0,0,26100,0,0,0,0,2,164444.0,41,266940,9
5523,5524,28,M,single,SEOL,university,0,0,12500,0,0,0,0,2,174616.0,35,360468,13
5524,5525,29,M,single,SEOL,university,37200,11000,12500,0,0,102700,0,4,207001.0289463148,33,336754,6
5525,5526,29,M,single,SEOL,university,38000,0,12500,0,25000,0,0,3,229513.0,35,481836,9
5526,5527,29,M,single,SEOL,university,38900,0,0,0,33000,0,0,2,248925.0,34,222109,5
5527,5528,28,M,divorced,SEOL,university,0,0,17200,0,0,0,0,2,396835.0,41,640446,3
5528,5529,29,M,single,SEOL,university,0,0,0,0,0,0,0,2,179387.0,39,0,0
5529,5530,29,M,single,SEOL,university,39800,0,11900,0,0,0,0,3,221657.0,39,182050,10
5530,5531,28,M,single,SEOL,university,33400,0,12500,0,0,0,0,4,174701.0518797416,39,282473,11
5531,5532,28,M,single,SEOL,university,36400,0,12500,0,0,0,0,3,198730.0,34,239016,8
5532,5533,27,M,single,SEOL,university,0,0,12500,0,0,0,0,3,161224.0,32,426465,7
5533,5534,29,M,single,SEOL,university,0,15200,0,0,28000,0,0,1,224409.0,32,271377,7
5534,5535,29,M,single,SEOL,university,32700,0,12500,0,0,0,0,3,186903.94261143563,45,273334,11
5535,5536,28,M,single,SEOL,university,34700,0,0,0,0,0,0,4,177701.0094060739,37,211565,11
5536,5537,29,M,single,SEOL,university,35400,0,12500,0,0,0,0,2,167097.0,37,305256,2
5537,5538,29,M,single,SEOL,university,0,0,22600,0,0,0,0,2,411051.0,36,427079,10
5538,5539,29,M,single,SEOL,university,0,0,12800,0,0,0,0,1,227725.0,36,341750,11
5539,5540,29,M,single,SEOL,university,33200,0,12500,0,0,0,0,3,188342.0,42,242561,11
5540,5541,29,M,single,SEOL,university,28100,0,0,0,0,0,0,2,175626.0,38,242103,7
5541,5542,29,M,single,SEOL,university,59000,0,20200,0,0,0,0,2,432486.0,39,580270,8
5542,5543,28,M,single,SEOL,university,0,6200,12500,0,0,0,0,4,197209.0,33,347921,3
5543,5544,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,161042.0,41,413573,10
5544,5545,29,M,divorced,SEOL,university,40800,0,12500,0,0,0,0,3,218147.0,38,239593,2
5545,5546,28,M,single,SEOL,university,51500,0,20200,0,0,0,0,4,349923.0,35,453568,3
5546,5547,28,M,single,SEOL,university,68100,0,25200,0,0,0,0,4,444484.0,34,737013,11
5547,5548,29,M,single,SEOL,university,0,0,0,0,0,0,0,1,208548.0,43,463985,5
5548,5549,29,M,single,SEOL,university,0,0,11300,0,0,0,0,2,178535.0,34,230995,4
5549,5550,28,M,single,SEOL,university,32400,0,12500,0,0,0,0,4,184622.0,32,215078,11
5550,5551,29,M,single,SEOL,university,34000,0,0,0,25000,0,0,2,209325.0,41,302705,7
5551,5552,29,M,single,SEOL,university,35500,10200,12500,0,0,98200,0,3,223199.0,33,0,0
5552,5553,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,169495.0,37,463208,6
5553,5554,28,M,single,SEOL,university,0,0,16700,0,0,0,0,3,348663.0,38,615228,7
5554,5555,29,M,divorced,SEOL,university,37600,0,0,0,0,172000,0,2,173579.0,33,233616,7
5555,5556,29,M,single,SEOL,university,41300,0,12500,0,0,0,0,3,195907.0,43,0,0
5556,5557,29,M,single,SEOL,university,59800,0,13400,0,0,0,0,4,416161.0,36,575256,10
5557,5558,29,M,single,SEOL,university,0,0,0,0,0,108300,0,1,171094.0,38,163999,5
5558,5559,28,M,single,SEOL,university,0,0,12500,0,12000,0,0,3,164199.0,29,200104,7
5559,5560,29,M,single,SEOL,university,38200,0,12500,0,0,0,0,3,180006.0,34,225004,10
5560,5561,30,M,single,SEOL,university,33000,15300,12500,0,0,0,0,4,176220.0,38,348943,7
5561,5562,28,M,single,SEOL,university,38700,0,0,0,0,0,0,3,193527.0,30,402922,7
5562,5563,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,155108.0,35,79168,4
5563,5564,29,M,single,SEOL,university,0,0,12500,0,13000,0,0,3,209896.0,38,580142,10
5564,5565,29,M,single,SEOL,university,48900,0,15400,0,0,0,0,2,358040.0,35,455596,14
5565,5566,29,M,single,SEOL,university,37700,0,12500,0,0,0,0,3,216787.0,39,254369,10
5566,5567,28,M,single,SEOL,university,29700,0,12500,0,0,0,0,2,180534.0,41,384695,4
5567,5568,28,M,single,SEOL,university,0,0,12500,0,0,0,0,2,152259.0,29,209249,8
5568,5569,29,M,single,SEOL,university,0,0,0,0,0,0,0,1,219112.0,39,462745,4
5569,5570,29,M,divorced,SEOL,university,35600,19000,12500,0,0,0,0,4,224607.0,40,305867,11
5570,5571,29,M,single,SEOL,university,39300,0,12500,0,0,0,0,4,221501.0,33,142150,8
5571,5572,29,M,single,SEOL,university,40700,0,12500,0,0,0,0,3,154246.0,36,157685,6
5572,5573,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,227113.0,34,178806,5
5573,5574,26,M,single,SEOL,university,0,0,19900,0,0,0,0,3,419128.0,45,461147,4
5574,5575,29,M,single,SEOL,university,36100,0,12500,0,0,0,0,3,210354.0,38,300038,5
5575,5576,28,M,single,SEOL,university,37500,0,0,0,0,0,0,3,213702.0,34,446564,10
5576,5577,28,M,single,SEOL,university,51200,0,14000,0,0,0,0,3,392500.0,42,468973,6
5577,5578,29,M,single,SEOL,university,0,0,10800,0,0,0,0,2,224389.0,34,325668,5
5578,5579,29,M,single,SEOL,university,0,45400,27700,0,55000,228200,0,3,447572.0,30,582441,23
5579,5580,28,M,single,SEOL,university,30400,0,0,0,0,0,0,2,147514.0,35,39475,8
5580,5581,29,M,single,SEOL,university,32500,0,0,0,0,0,0,2,202305.0,38,252248,8
5581,5582,29,M,single,SEOL,university,38600,0,10900,0,0,0,0,3,227682.0,26,336376,11
5582,5583,29,M,single,SEOL,university,0,0,0,0,0,0,0,1,194292.0,40,52040,3
5583,5584,29,M,single,SEOL,university,0,0,12600,0,0,0,0,2,220497.0,35,293351,6
5584,5585,28,M,single,SEOL,university,41500,0,13900,0,0,0,0,12,278001.0,36,417439,11
5585,5586,29,M,single,SEOL,university,39600,0,12500,0,0,0,0,3,232160.0,31,442811,4
5586,5587,30,M,single,SEOL,university,38600,0,0,0,0,0,0,1,199730.0,30,342650,5
5587,5588,29,M,single,SEOL,university,0,9800,12500,0,0,0,0,2,204104.0,33,386891,10
5588,5589,30,M,single,SEOL,university,0,0,12500,0,0,0,0,1,172959.0,37,306359,18
5589,5590,29,M,single,SEOL,university,37400,0,0,0,22000,0,0,2,228182.0,35,232220,8
5590,5591,29,M,single,SEOL,university,36900,0,12500,0,0,0,0,3,188274.0,38,269748,10
5591,5592,28,M,single,SEOL,university,33600,0,12500,0,0,0,0,3,154956.0,37,224446,13
5592,5593,29,M,single,SEOL,university,0,0,12500,0,0,0,0,1,162388.0,30,85149,3
5593,5594,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,194016.0,37,327811,7
5594,5595,29,M,single,SEOL,university,51700,0,15800,0,0,0,0,3,249702.84313061592,38,411093,14
5595,5596,29,M,single,SEOL,university,37200,0,12500,0,0,0,0,3,188169.0,36,66523,2
5596,5597,29,M,single,SEOL,university,42000,13800,0,0,0,0,0,2,196386.0,36,343313,7
5597,5598,28,M,single,SEOL,university,0,0,17300,0,0,103600,0,2,377936.0,41,227663,5
5598,5599,28,M,single,SEOL,university,0,0,12000,0,29000,0,0,4,206389.0,43,172178,4
5599,5600,29,M,single,SEOL,university,33700,0,12500,0,0,0,0,3,172902.0,41,385659,10
5600,5601,29,M,single,SEOL,university,39400,0,13300,0,0,154300,0,3,192482.0,39,248959,11
5601,5602,29,M,single,SEOL,university,33000,0,0,0,18000,0,0,1,196430.0,39,313004,4
5602,5603,28,M,single,SEOL,university,0,0,29100,0,0,0,0,3,379054.0,31,542658,14
5603,5604,28,M,single,SEOL,university,0,0,0,0,0,0,0,2,345860.0,38,299943,13
5604,5605,29,M,single,SEOL,university,53200,0,19800,0,0,0,0,3,395876.0,42,438728,8
5605,5606,29,M,single,SEOL,university,36500,10700,12500,0,0,0,0,10,195802.0,35,363405,13
5606,5607,29,M,single,SEOL,university,43700,0,12500,0,0,0,0,2,237447.0,31,471461,7
5607,5608,29,M,divorced,SEOL,university,0,0,12500,0,0,124200,0,2,235403.0,36,392697,7
5608,5609,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,217825.0,33,181720,3
5609,5610,29,M,single,SEOL,university,35800,0,12500,0,0,0,0,3,201666.0,37,218900,10
5610,5611,29,M,single,SEOL,university,35500,0,0,0,0,0,0,2,181701.0,39,205950,13
5611,5612,29,M,single,SEOL,university,34900,0,12500,0,0,0,0,3,157559.0,37,29847,3
5612,5613,29,M,divorced,SEOL,university,0,0,14800,0,0,0,0,2,212776.0,33,361762,12
5613,5614,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,167029.0,45,0,0
5614,5615,29,M,divorced,SEOL,university,36700,14700,12500,0,0,0,0,4,212414.0,34,336277,2
5615,5616,29,M,single,SEOL,university,64200,0,25300,103900,68000,0,0,17,499377.0,34,392440,7
5616,5617,29,M,single,SEOL,university,35200,0,12500,0,0,0,0,2,201080.0,41,200602,7
5617,5618,28,M,single,SEOL,university,0,0,0,0,0,0,0,1,214515.0,30,259153,11
5618,5619,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,167359.0,41,419216,8
5619,5620,29,M,single,SEOL,university,37800,0,0,0,0,0,0,3,205931.0,32,382183,10
5620,5621,29,M,single,SEOL,university,30600,0,12500,0,0,0,0,3,164746.0,44,153823,8
5621,5622,29,M,single,SEOL,university,30700,0,12300,0,0,0,0,3,171008.0,34,267537,13
5622,5623,29,M,single,SEOL,university,0,0,12500,0,0,0,0,1,166362.0,23,46824,7
5623,5624,29,M,single,SEOL,university,0,14600,12500,0,0,0,0,3,225549.0,32,334709,10
5624,5625,29,M,single,SEOL,university,39200,0,0,0,0,0,0,2,222381.0,36,309883,13
5625,5626,29,M,single,SEOL,university,36700,0,12500,0,0,0,0,3,195366.0,36,385721,10
5626,5627,29,M,single,SEOL,university,42900,0,13900,0,0,0,0,3,246351.0,41,388131,8
5627,5628,28,M,single,SEOL,university,0,0,10800,0,0,102300,0,3,270834.0,41,339301,2
5628,5629,28,M,single,SEOL,university,0,0,12500,0,0,0,0,2,210251.0,37,242243,2
5629,5630,29,M,single,SEOL,university,31800,0,12500,0,0,0,81700,3,205535.0,33,399922,4
5630,5631,29,M,single,SEOL,university,39000,0,12500,0,0,131800,0,3,203704.0,41,96596,10
5631,5632,28,M,single,SEOL,university,32500,0,0,0,15000,0,0,3,182669.0,34,141588,7
5632,5633,29,M,single,SEOL,university,0,13300,0,0,0,0,0,1,190496.0,39,197893,6
5633,5634,29,M,single,SEOL,university,0,0,12500,0,27000,0,0,3,244680.0,36,358196,8
5634,5635,29,M,divorced,SEOL,university,34600,0,12500,0,0,0,0,3,217251.0,33,473283,10
5635,5636,29,M,single,SEOL,university,38600,0,12500,0,0,0,0,3,219822.0,35,483305,8
5636,5637,29,M,single,SEOL,university,32100,0,12500,0,18000,0,0,2,206856.0,36,324892,7
5637,5638,29,M,divorced,SEOL,university,0,0,12500,0,25000,0,0,1,201897.0,41,328573,5
5638,5639,26,M,single,SEOL,university,0,0,0,0,0,0,0,2,273264.0,47,213014,13
5639,5640,29,M,single,SEOL,university,55900,0,23000,0,0,0,0,3,394832.0,40,404405,10
5640,5641,28,M,single,SEOL,university,38200,0,12500,0,0,0,0,4,250701.0,43,418861,10
5641,5642,28,M,single,SEOL,university,63100,36600,24700,0,40000,0,0,14,392881.0,38,303494,13
5642,5643,29,M,single,SEOL,university,0,0,12500,0,0,0,0,2,204282.0,30,170816,7
5643,5644,27,M,single,SEOL,university,0,0,23500,0,0,0,0,3,155464.0,38,46420,3
5644,5645,29,M,single,SEOL,university,32300,0,12500,0,0,0,0,3,176744.0,43,68627,8
5645,5646,28,M,single,SEOL,university,68300,0,0,107000,71000,0,0,4,484059.0,37,550028,8
5646,5647,29,M,single,SEOL,university,37100,0,12500,0,0,0,0,2,183870.0,36,193654,8
5647,5648,28,M,single,SEOL,university,0,0,12500,0,20000,0,0,4,175468.0,35,183904,8
5648,5649,29,M,single,SEOL,university,0,0,12500,0,0,0,0,1,224404.0,39,405285,7
5649,5650,29,M,divorced,SEOL,university,46300,0,17200,0,0,105700,0,3,245697.0,41,240389,5
